Arabic Conjugation,Baab Name,Arabic Root,Urdu Translation,Meaning,Fael Text,Number,Gender,Person
صَلَحْتِ,فتح,صلح,آپ (ایک عورت)  نیک ہوئی,نیک ہونا,ماضی معروف,واحد,مونث,حاضر
صَلَحْتُمَا,فتح,صلح,آپ (دو عورتیں)  نیک ہوئیں,نیک ہونا,ماضی معروف,تثنیہ,مونث,حاضر
صَلَحْتُنَّ,فتح,صلح,آپ (سب عورتیں)  نیک ہوئیں,نیک ہونا,ماضی معروف,جمع,مونث,حاضر
صَلَحْتُ,فتح,صلح,میں (ایک مرد)  نیک ہوا,نیک ہونا,ماضی معروف,واحد,مذکر,متکلم
صَلَحْنَا,فتح,صلح,ہم (دو مرد)  نیک ہوئے,نیک ہونا,ماضی معروف,تثنیہ,مذکر,متکلم
صَلَحْنَا,فتح,صلح,ہم (سب مرد)  نیک ہوئے,نیک ہونا,ماضی معروف,جمع,مذکر,متکلم
صَلَحْتُ,فتح,صلح,میں (ایک عورت)  نیک ہوئی,نیک ہونا,ماضی معروف,واحد,مونث,متکلم
صَلَحْنَا,فتح,صلح,ہم (دو عورتیں)  نیک ہوئیں,نیک ہونا,ماضی معروف,تثنیہ,مونث,متکلم
صَلَحْنَا,فتح,صلح,ہم (سب عورتیں)  نیک ہوئیں,نیک ہونا,ماضی معروف,جمع,مونث,متکلم
مَا صَلَحَ,فتح,صلح,وہ (ایک مرد)  نہیں  نیک ہوا,نیک ہونا,ماضی معروف نفی,واحد,مذکر,غائب
مَا صَلَحَا,فتح,صلح,وہ (دو مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا صَلَحُوْا,فتح,صلح,وہ (سب مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,جمع,مذکر,غائب
مَا صَلَحَتْ,فتح,صلح,وہ (ایک عورت)  نہیں  نیک ہوئی,نیک ہونا,ماضی معروف نفی,واحد,مونث,غائب
مَا صَلَحَتَا,فتح,صلح,وہ (دو عورتیں)  نہیں  نیک ہوئیں,نیک ہونا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا صَلَحْنَ,فتح,صلح,وہ (سب عورتیں)  نہیں  نیک ہوئیں,نیک ہونا,ماضی معروف نفی,جمع,مونث,غائب
مَا صَلَحْتَ,فتح,صلح,آپ (ایک مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا صَلَحْتُمَا,فتح,صلح,آپ (دو مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا صَلَحْتُمْ,فتح,صلح,آپ (سب مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا صَلَحْتِ,فتح,صلح,آپ (ایک عورت)  نہیں  نیک ہوئی,نیک ہونا,ماضی معروف نفی,واحد,مونث,حاضر
مَا صَلَحْتُمَا,فتح,صلح,آپ (دو عورتیں)  نہیں  نیک ہوئیں,نیک ہونا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا صَلَحْتُنَّ,فتح,صلح,آپ (سب عورتیں)  نہیں  نیک ہوئیں,نیک ہونا,ماضی معروف نفی,جمع,مونث,حاضر
مَا صَلَحْتُ,فتح,صلح,میں (ایک مرد)  نہیں  نیک ہوا,نیک ہونا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا صَلَحْنَا,فتح,صلح,ہم (دو مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا صَلَحْنَا,فتح,صلح,ہم (سب مرد)  نہیں  نیک ہوئے,نیک ہونا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا صَلَحْتُ,فتح,صلح,میں (ایک عورت)  نہیں  نیک ہوئی,نیک ہونا,ماضی معروف نفی,واحد,مونث,متکلم
مَا صَلَحْنَا,فتح,صلح,ہم (دو عورتیں)  نہیں  نیک ہوئیں,نیک ہونا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا صَلَحْنَا,فتح,صلح,ہم (سب عورتیں)  نہیں  نیک ہوئیں,نیک ہونا,ماضی معروف نفی,جمع,مونث,متکلم
یَصْلَحُ,فتح,صلح,وہ (ایک مرد) نیک ہوتا ہے,نیک ہونا,مضارع معروف,واحد,مذکر,غائب
یَصْلَحَانِ,فتح,صلح,وہ (دو مرد) نیک ہوتے ہیں,نیک ہونا,مضارع معروف,تثنیہ,مذکر,غائب
یَصْلَحُوْنَ,فتح,صلح,وہ (سب مرد) نیک ہوتے ہیں,نیک ہونا,مضارع معروف,جمع,مذکر,غائب
تَصْلَحُ,فتح,صلح,وہ (ایک عورت) نیک ہوتی ہے,نیک ہونا,مضارع معروف,واحد,مونث,غائب
تَصْلَحَانِ,فتح,صلح,وہ (دو عورتیں) نیک ہوتی ہیں,نیک ہونا,مضارع معروف,تثنیہ,مونث,غائب
یَصْلَحْنَ,فتح,صلح,وہ (سب عورتیں) نیک ہوتی ہیں,نیک ہونا,مضارع معروف,جمع,مونث,غائب
تَصْلَحُ,فتح,صلح,آپ (ایک مرد) نیک ہوتے ہو,نیک ہونا,مضارع معروف,واحد,مذکر,حاضر
تَصْلَحَانِ,فتح,صلح,آپ (دو مرد) نیک ہوتے ہو,نیک ہونا,مضارع معروف,تثنیہ,مذکر,حاضر
تَصْلَحُوْنَ,فتح,صلح,آپ (سب مرد) نیک ہوتے ہو,نیک ہونا,مضارع معروف,جمع,مذکر,حاضر
تَصْلَحِیْنَ,فتح,صلح,آپ (ایک عورت) نیک ہوتی ہو,نیک ہونا,مضارع معروف,واحد,مونث,حاضر
تَصْلَحَانِ,فتح,صلح,آپ (دو عورتیں) نیک ہوتی ہیں,نیک ہونا,مضارع معروف,تثنیہ,مونث,حاضر
تَصْلَحْنَ,فتح,صلح,آپ (سب عورتیں) نیک ہوتی ہیں,نیک ہونا,مضارع معروف,جمع,مونث,حاضر
اَصْلَحُ,فتح,صلح,میں (ایک مرد) نیک ہوتا ہوں,نیک ہونا,مضارع معروف,واحد,مذکر,متکلم
نَصْلَحُ,فتح,صلح,ہم (دو مرد) نیک ہوتے ہیں,نیک ہونا,مضارع معروف,تثنیہ,مذکر,متکلم
نَصْلَحُ,فتح,صلح,ہم (سب مرد) نیک ہوتے ہیں,نیک ہونا,مضارع معروف,جمع,مذکر,متکلم
اَصْلَحُ,فتح,صلح,میں (ایک عورت) نیک ہوتی ہوں,نیک ہونا,مضارع معروف,واحد,مونث,متکلم
نَصْلَحُ,فتح,صلح,ہم (دو عورتیں) نیک ہوتی ہیں,نیک ہونا,مضارع معروف,تثنیہ,مونث,متکلم
نَصْلَحُ,فتح,صلح,ہم (سب عورتیں) نیک ہوتی ہیں,نیک ہونا,مضارع معروف,جمع,مونث,متکلم
لَا یَصْلَحُ,فتح,صلح,وہ (ایک مرد)  نہیں نیک ہوتا ہے,نیک ہونا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَصْلَحَانِ,فتح,صلح,وہ (دو مرد)  نہیں نیک ہوتے ہیں,نیک ہونا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَصْلَحُوْنَ,فتح,صلح,وہ (سب مرد)  نہیں نیک ہوتے ہیں,نیک ہونا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَصْلَحُ,فتح,صلح,وہ (ایک عورت)  نہیں نیک ہوتی ہے,نیک ہونا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَصْلَحَانِ,فتح,صلح,وہ (دو عورتیں)  نہیں نیک ہوتی ہیں,نیک ہونا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَصْلَحْنَ,فتح,صلح,وہ (سب عورتیں)  نہیں نیک ہوتی ہیں,نیک ہونا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَصْلَحُ,فتح,صلح,آپ (ایک مرد)  نہیں نیک ہوتے ہو,نیک ہونا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَصْلَحَانِ,فتح,صلح,آپ (دو مرد)  نہیں نیک ہوتے ہو,نیک ہونا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَصْلَحُوْنَ,فتح,صلح,آپ (سب مرد)  نہیں نیک ہوتے ہو,نیک ہونا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَصْلَحِیْنَ,فتح,صلح,آپ (ایک عورت)  نہیں نیک ہوتی ہو,نیک ہونا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَصْلَحَانِ,فتح,صلح,آپ (دو عورتیں)  نہیں نیک ہوتی ہیں,نیک ہونا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَصْلَحْنَ,فتح,صلح,آپ (سب عورتیں)  نہیں نیک ہوتی ہیں,نیک ہونا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَصْلَحُ,فتح,صلح,میں (ایک مرد)  نہیں نیک ہوتا ہوں,نیک ہونا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَصْلَحُ,فتح,صلح,ہم (دو مرد)  نہیں نیک ہوتے ہیں,نیک ہونا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَصْلَحُ,فتح,صلح,ہم (سب مرد)  نہیں نیک ہوتے ہیں,نیک ہونا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَصْلَحُ,فتح,صلح,میں (ایک عورت)  نہیں نیک ہوتی ہوں,نیک ہونا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَصْلَحُ,فتح,صلح,ہم (دو عورتیں)  نہیں نیک ہوتی ہیں,نیک ہونا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَصْلَحُ,فتح,صلح,ہم (سب عورتیں)  نہیں نیک ہوتی ہیں,نیک ہونا,مضارع معروف نفی,جمع,مونث,متکلم
دَفَعَ,فتح,دفع,اس (ایک مرد) نے  دفع کیا,دفع کرنا,ماضی معروف,واحد,مذکر,غائب
دَفَعَا,فتح,دفع,ان (دو مردوں) نے  دفع کیا,دفع کرنا,ماضی معروف,تثنیہ,مذکر,غائب
دَفَعُوْا,فتح,دفع,ان (سب مردوں) نے  دفع کیا,دفع کرنا,ماضی معروف,جمع,مذکر,غائب
دَفَعَتْ,فتح,دفع,اس (ایک عورت) نے  دفع کیا,دفع کرنا,ماضی معروف,واحد,مونث,غائب
دَفَعَتَا,فتح,دفع,ان (دو عورتوں) نے  دفع کیا,دفع کرنا,ماضی معروف,تثنیہ,مونث,غائب
دَفَعْنَ,فتح,دفع,ان (سب عورتوں) نے  دفع کیا,دفع کرنا,ماضی معروف,جمع,مونث,غائب
دَفَعْتَ,فتح,دفع,آپ ایک مرد نے  دفع کیا,دفع کرنا,ماضی معروف,واحد,مذکر,حاضر
دَفَعْتُمَا,فتح,دفع,آپ دو مردوں نے  دفع کیا,دفع کرنا,ماضی معروف,تثنیہ,مذکر,حاضر
دَفَعْتُمْ,فتح,دفع,آپ سب مردوں نے  دفع کیا,دفع کرنا,ماضی معروف,جمع,مذکر,حاضر
دَفَعْتِ,فتح,دفع,آپ (ایک عورت) نے  دفع کیا,دفع کرنا,ماضی معروف,واحد,مونث,حاضر
دَفَعْتُمَا,فتح,دفع,آپ (دو عورتوں) نے  دفع کیا,دفع کرنا,ماضی معروف,تثنیہ,مونث,حاضر
دَفَعْتُنَّ,فتح,دفع,آپ (سب عورتوں) نے  دفع کیا,دفع کرنا,ماضی معروف,جمع,مونث,حاضر
دَفَعْتُ,فتح,دفع,میں (ایک مرد) نے  دفع کیا,دفع کرنا,ماضی معروف,واحد,مذکر,متکلم
دَفَعْنَا,فتح,دفع,ہم (دو مردوں) نے  دفع کیا,دفع کرنا,ماضی معروف,تثنیہ,مذکر,متکلم
دَفَعْنَا,فتح,دفع,ہم (سب مردوں) نے  دفع کیا,دفع کرنا,ماضی معروف,جمع,مذکر,متکلم
دَفَعْتُ,فتح,دفع,میں (ایک عورت) نے  دفع کیا,دفع کرنا,ماضی معروف,واحد,مونث,متکلم
دَفَعْنَا,فتح,دفع,ہم (دو عورتوں) نے  دفع کیا,دفع کرنا,ماضی معروف,تثنیہ,مونث,متکلم
دَفَعْنَا,فتح,دفع,ہم (سب عورتوں) نے  دفع کیا,دفع کرنا,ماضی معروف,جمع,مونث,متکلم
مَا دَفَعَ,فتح,دفع,اس (ایک مرد) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا دَفَعَا,فتح,دفع,ان (دو مردوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا دَفَعُوْا,فتح,دفع,ان (سب مردوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا دَفَعَتْ,فتح,دفع,اس (ایک عورت) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,واحد,مونث,غائب
مَا دَفَعَتَا,فتح,دفع,ان (دو عورتوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا دَفَعْنَ,فتح,دفع,ان (سب عورتوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,جمع,مونث,غائب
مَا دَفَعْتَ,فتح,دفع,آپ ایک مرد نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا دَفَعْتُمَا,فتح,دفع,آپ دو مردوں نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا دَفَعْتُمْ,فتح,دفع,آپ سب مردوں نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا دَفَعْتِ,فتح,دفع,آپ (ایک عورت) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا دَفَعْتُمَا,فتح,دفع,آپ (دو عورتوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا دَفَعْتُنَّ,فتح,دفع,آپ (سب عورتوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا دَفَعْتُ,فتح,دفع,میں (ایک مرد) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا دَفَعْنَا,فتح,دفع,ہم (دو مردوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا دَفَعْنَا,فتح,دفع,ہم (سب مردوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا دَفَعْتُ,فتح,دفع,میں (ایک عورت) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا دَفَعْنَا,فتح,دفع,ہم (دو عورتوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا دَفَعْنَا,فتح,دفع,ہم (سب عورتوں) نے  نہیں  دفع کیا,دفع کرنا,ماضی معروف نفی,جمع,مونث,متکلم
یَدْفَعُ,فتح,دفع,وہ (ایک مرد) دفع کرتا ہے,دفع کرنا,مضارع معروف,واحد,مذکر,غائب
یَدْفَعَانِ,فتح,دفع,وہ (دو مرد) دفع کرتے ہیں,دفع کرنا,مضارع معروف,تثنیہ,مذکر,غائب
یَدْفَعُوْنَ,فتح,دفع,وہ (سب مرد) دفع کرتے ہیں,دفع کرنا,مضارع معروف,جمع,مذکر,غائب
تَدْفَعُ,فتح,دفع,وہ (ایک عورت) دفع کرتی ہے,دفع کرنا,مضارع معروف,واحد,مونث,غائب
تَدْفَعَانِ,فتح,دفع,وہ (دو عورتیں) دفع کرتی ہیں,دفع کرنا,مضارع معروف,تثنیہ,مونث,غائب
یَدْفَعْنَ,فتح,دفع,وہ (سب عورتیں) دفع کرتی ہیں,دفع کرنا,مضارع معروف,جمع,مونث,غائب
تَدْفَعُ,فتح,دفع,آپ (ایک مرد) دفع کرتے ہو,دفع کرنا,مضارع معروف,واحد,مذکر,حاضر
تَدْفَعَانِ,فتح,دفع,آپ (دو مرد) دفع کرتے ہو,دفع کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَدْفَعُوْنَ,فتح,دفع,آپ (سب مرد) دفع کرتے ہو,دفع کرنا,مضارع معروف,جمع,مذکر,حاضر
تَدْفَعِیْنَ,فتح,دفع,آپ (ایک عورت) دفع کرتی ہو,دفع کرنا,مضارع معروف,واحد,مونث,حاضر
